sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,email_validation_status,email_validation_reason
government,Canterbury Vale School,Lakemba,2195,9750 0072,,,https://cantervale-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.922,151.0716,invalid,invalid_format
independent,Cape Byron Steiner School,Byron Bay,2481,+61 2 6639 9300,reception@capebyronsteiner.nsw.edu.au,https://capebyronsteiner.nsw.edu.au/,http://capebyronsteiner.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-28.6881,153.6098,valid,ok
government,Captains Flat Public School,Captains Flat,2623,6236 6253,,,https://captainsfl-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-35.5911,149.4452,invalid,invalid_format
government,Caragabal Public School,Caragabal,2810,6347 5225,,,https://caragabal-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8955,148.1644,invalid,invalid_format
government,Carcoar Public School,Carcoar,2791,6367 3032,,,https://carcoar-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.5482,149.0437,invalid,invalid_format
government,Cardiff High School,Cardiff,2285,4954 9966,,,https://cardiff-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9547,151.6645,invalid,invalid_format
government,Cardiff North Public School,Cardiff,2285,4954 0404,,,https://cardiffnth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9547,151.6645,invalid,invalid_format
government,Cardiff Public School,Cardiff,2285,4954 0475,,,https://cardiff-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9547,151.6645,invalid,invalid_format
government,Cardiff South Public School,Cardiff South,2285,4954 7296,,,https://cardiffsth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9547,151.6645,invalid,invalid_format
government,Carenne School,Bathurst,2795,6331 1753,,,https://carenne-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.4229,149.5328,invalid,invalid_format
government,Cargo Public School,Cargo,2800,6364 3093,,,https://cargo-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.2547,149.156,invalid,invalid_format
government,Carinda Public School,Carinda,2831,6823 2235,,,https://carinda-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.8478,147.7215,invalid,invalid_format
government,Caringbah High School,Caringbah,2229,9524 3859,,,https://caringbah-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0683,151.1157,invalid,invalid_format
government,Caringbah North Public School,Caringbah,2229,9524 6098,,,https://caringbahn-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0683,151.1157,invalid,invalid_format
government,Caringbah Public School,Caringbah,2229,9524 7217,,,https://caringbah-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0683,151.1157,invalid,invalid_format
independent,Carinya Christian School Gunnedah,Gunnedah,2380,+61 2 6742 2766,admin@carinya.nsw.edu.au,https://www.carinya.nsw.edu.au/search,https://www.carinya.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-32.0473,146.6726,valid,ok
independent,Carinya Christian School Tamworth,Tamworth,2340,+61 2 6762 0970,admin@carinya.nsw.edu.au,http://www.carinya.nsw.edu.au/search,http://www.carinya.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-31.0786,150.9222,valid,ok
government,Carinya School,Mortdale,2223,9580 2852,,,https://carinya-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.969,151.0723,invalid,invalid_format
government,Carlingford High School,Carlingford,2118,9871 4222,,,https://carlingfor-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7827,151.0489,invalid,invalid_format
government,Carlingford Public School,Carlingford,2118,029841 5100,,,https://carlingfor-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7827,151.0489,invalid,invalid_format
government,Carlingford West Public School,Carlingford,2118,9871 7187,carlingfow-p.school@det.nsw.edu.au,,https://www.carlingfordwest.nsw.edu.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7827,151.0489,valid,ok
government,Carlton Public School,Bexley,2207,9587 3717,,,https://carlton-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9353,151.1257,invalid,invalid_format
government,Carlton South Public School,Carlton,2218,9587 5235,,,https://carltonsth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9711,151.1214,invalid,invalid_format
catholic,Caroline Chisholm College,Glenmore Park,2745,(02) 4737 5500,carolinechisholm@parra.catholic.edu.au,,https://www.cccglenmorepark.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8658,150.6402,valid,ok
government,Caroline Chisholm School,Padstow,2211,9709 4661,,,https://carolchish-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9569,151.0319,invalid,invalid_format
government,Carramar Public School,Carramar,2163,9724 1850,,,https://carramar-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.896,150.9756,invalid,invalid_format
government,Carrington Public School,Carrington,2294,4969 3707,,,https://carrington-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.915,151.7644,invalid,invalid_format
catholic,Carroll College Broulee,Broulee,2537,(02) 4471 5600,,https://www.ccb.nsw.edu.au/site-search,https://www.ccb.nsw.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-35.9563,150.1491,invalid,invalid_format
government,Carroll Public School,Carroll,2340,6743 1722,,,https://carroll-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-31.0786,150.9222,invalid,invalid_format
government,Cartwright Public School,Cartwright,2168,9607 7979,,,https://cartwright-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9209,150.8847,invalid,invalid_format
government,Cascade Environmental Education Centre,Cascade,2453,6657 4188,,,https://cascade-e.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-30.3893,152.7261,invalid,invalid_format
catholic,Casimir Catholic College,Marrickville,2204,(02) 9558 2888,info@casimirmarrickville.catholic.edu.au,,https://casimirmarrickville.syd.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.9074,151.1555,valid,ok
independent,Casino Christian School,North Casino,2470,+61 2 6662 5599,admin@ccs.nsw.edu.au,https://www.ccs.nsw.edu.au/contact/,http://www.ccs.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-28.6849,152.8415,valid,ok
government,Casino High School,Casino,2470,6662 3077,,,https://casino-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.6849,152.8415,invalid,invalid_format
government,Casino Public School,Casino,2470,6662 1113,,,https://casino-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.6849,152.8415,invalid,invalid_format
government,Casino West Public School,Casino,2470,6662 1916,,,https://casinowest-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.6849,152.8415,invalid,invalid_format
government,Cassilis Public School,Cassilis,2329,6376 1009,,,https://cassilis-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.0,149.9833,invalid,invalid_format
government,Castle Cove Public School,Castle Cove,2069,9417 1039,,,https://castlecove-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7785,151.1968,invalid,invalid_format
government,Castle Hill High School,Castle Hill,2154,9634 4199,,,https://castlehill-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7333,151.0,invalid,invalid_format
government,Castle Hill Public School,Castle Hill,2154,9634 3777,,,https://castlehill-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7333,151.0,invalid,invalid_format
government,Castlereagh Public School,Castlereagh,2749,4776 1197,,,https://castlereag-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7061,150.7094,invalid,invalid_format
government,Casuarina School,Riverstone,2765,9627 5590,,,https://casuarina-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.5922,150.9198,invalid,invalid_format
independent,Casuarina Steiner School,Coffs Harbour,2450,+61 2 6651 2770,reception@casuarina.nsw.edu.au,https://www.casuarina.nsw.edu.au/contact-us/,http://www.casuarina.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-30.1574,153.0958,valid,ok
government,Casula High School,Casula,2170,9602 4320,,,https://casula-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9522,150.8995,invalid,invalid_format
government,Casula Public School,Casula,2170,9602 3170,,,https://casula-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9522,150.8995,invalid,invalid_format
catholic,Cathedral Catholic Primary School  Bathurst,Bathurst,2795,(02) 6331 1845,,,,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.4229,149.5328,invalid,invalid_format
catholic,Catherine McAuley Catholic College,Medowie,2318,(02) 4979 1207,,,,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-32.8405,151.8379,invalid,invalid_format
catholic,Catherine McAuley Catholic Primary School Orange,Orange,2800,(02) 6361 3344,mcauleyorange@bth.catholic.edu.au,,https://www.mcauleyorange.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.2547,149.156,valid,ok
catholic,Catherine McAuley Westmead,Westmead,2145,(02) 9849 9100,mcauleywestmead@parra.catholic.edu.au,,https://www.mcauleywestmead.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.804,150.9554,valid,ok
catholic,Cathwest Innovation College,Mount Druitt,2770,(02) 8886 9500,cathwest@parra.catholic.edu.au,,https://cathwest.parra.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.7441,150.8064,valid,ok
catholic,Cathwest Innovation College McCarthy Campus,Emu Plains,2750,(02) 8886 9500,cathwest@parra.catholic.edu.au,,https://cathwest.parra.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.7735,150.6947,valid,ok
government,Cattai Public School,Cattai,2756,4572 8445,,,https://cattai-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.6586,150.8108,invalid,invalid_format
government,Caves Beach Public School,Caves Beach,2281,4971 1838,,,https://cavesbeach-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.0823,151.6455,invalid,invalid_format
government,Cawdor Public School,Cawdor,2570,4636 6133,,,https://cawdor-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-34.0799,150.57,invalid,invalid_format
government,Cecil Hills High School,Cecil Hills,2171,9822 1430,,,https://cecilhills-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8892,150.8514,invalid,invalid_format
government,Cecil Hills Public School,Cecil Hills,2171,9822 0504,,,https://cecilhills-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.8892,150.8514,invalid,invalid_format
independent,Cedars Christian College,Unaderra,2526,+61 2 4271 8124,,,https://www.cedars.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-34.4455,150.823,invalid,invalid_format
independent,Cedars Christian College - Aspire,Unanderra,2526,+61 0442 718 124,,,,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-34.4455,150.823,invalid,invalid_format
government,Centaur Public School,Banora Point,2486,07 5524 9655,,,https://centaur-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.2383,153.5008,invalid,invalid_format
government,Centennial Park School,Randwick,2031,9310 0588,,,https://centennial-s.schools.nsw.gov.au/,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9121,151.2588,invalid,invalid_format
independent,Central Coast Adventist School,Erina,2250,+61 2 4367 1800,,https://www.ccas.nsw.edu.au/search,https://www.ccas.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.205,151.1759,invalid,invalid_format
independent,Central Coast Grammar School,Erina Heights,2260,,,https://www.ccgs.nsw.edu.au/search,https://www.ccgs.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.4155,151.4456,invalid,invalid_format
independent,Central Coast Sports College,Kariong,2250,+61 2 4302 9000,,,https://www.ccsc.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.205,151.1759,invalid,invalid_format
independent,Central Coast Steiner School,Fountaindale,2258,+61 2 4362 3400,info@ccss.nsw.edu.au,https://ccss.nsw.edu.au/contact-us/,http://www.ccrss.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.3333,151.3167,valid,ok
government,Central Mangrove Public School,Central Mangrove,2250,4373 1156,,,https://centmangro-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.205,151.1759,invalid,invalid_format
government,Central Sydney Intensive English High School,Alexandria,2015,9595 9200,,,https://centralsydneyie-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9115,151.2004,invalid,invalid_format
government,Central Tilba Public School,Central Tilba,2546,4473 7210,,,https://centrtilba-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-36.2036,150.1153,invalid,invalid_format
independent,Central West Leadership Academy,Dubbo,2830,+61 2 6882 4216,office@theacademy.nsw.edu.au,,http://www.theacademy.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-32.2667,148.6833,valid,ok
catholic,Cerdon College,Merrylands,2160,(02) 8724 7300,cerdon@parra.catholic.edu.au,,https://www.cerdonmerrylands.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8327,150.9691,valid,ok
government,Cessnock East Public School,Cessnock,2325,4990 1549,,,https://cessnocke-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8887,151.2832,invalid,invalid_format
government,Cessnock High School,Cessnock,2325,4990 1439,,,https://cessnock-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8887,151.2832,invalid,invalid_format
government,Cessnock Public School,Cessnock,2325,4990 1652,,,https://cessnock-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8887,151.2832,invalid,invalid_format
government,Cessnock West Public School,Cessnock,2325,4990 1637,,,https://cessnockw-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.8887,151.2832,invalid,invalid_format
government,Chalmers Road School,Strathfield,2135,9746 6202,,,https://chalmersrd-s.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.881,151.0799,invalid,invalid_format
government,Chandler Public School,Wollomombi,2350,6778 1335,,,https://chandler-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-30.6152,151.7679,invalid,invalid_format
government,Charlestown East Public School,Charlestown,2290,4943 5173,,,https://charlestoe-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9937,151.722,invalid,invalid_format
government,Charlestown Public School,Charlestown,2290,4943 4063,,,https://charlestow-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9937,151.722,invalid,invalid_format
government,Charlestown South Public School,Charlestown,2290,4943 5827,,,https://charlestos-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.9937,151.722,invalid,invalid_format
independent,Charlton Christian College,Fassifern,2283,,office@charlton.nsw.edu.au,https://www.charlton.nsw.edu.au/,https://www.charlton.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.0423,151.6116,valid,ok
government,Chatham High School,Taree,2430,6552 2588,,,https://chatham-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.0333,152.4833,invalid,invalid_format
government,Chatham Public School,Taree,2430,6551 1081,,,https://chatham-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-32.0333,152.4833,invalid,invalid_format
government,Chatswood High School,Chatswood,2067,9419 3611,,,https://chatswood-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.794,151.1649,invalid,invalid_format
government,Chatswood Public School,Chatswood,2067,9419 6127,,,https://chatswood-p.schools.nsw.gov.au/,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.794,151.1649,invalid,invalid_format
government,Chatsworth Island Public School,Chatsworth,2469,6646 4346,,,https://chatsworth-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.976,152.7656,invalid,invalid_format
government,Cheltenham Girls High School,Beecroft,2119,9876 4481,,,https://cheltenham-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7587,151.0723,invalid,invalid_format
government,Cherrybrook Public School,Cherrybrook,2126,9481 8575,,,https://cherrybrok-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.722,151.0461,invalid,invalid_format
government,Cherrybrook Technology High School,Cherrybrook,2126,9484 2144,,,https://cherrybrok-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.722,151.0461,invalid,invalid_format
government,Chertsey Primary School,Springfield,2250,4325 3963,,,https://chertsey-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.205,151.1759,invalid,invalid_format
government,Chester Hill High School,Chester Hill,2162,9644 1099,,,https://chesterhil-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.879,150.9995,invalid,invalid_format
government,Chester Hill North Public School,Chester Hill,2162,9644 1512,,,https://chesterhin-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.879,150.9995,invalid,invalid_format
government,Chester Hill Public School,Chester Hill,2162,9644 1286,,,https://chesterhil-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.879,150.9995,invalid,invalid_format
catholic,Chevalier College,Bowral,2576,(02) 4861 1488,office@chevalier.nsw.edu.au,,https://www.chevalier.nsw.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-34.5263,150.4846,valid,ok
independent,Chevalier College,Burradoo,2576,02 4861 1488,office@chevalier.nsw.edu.au,http://www.chevalier.nsw.edu.au/,http://www.chevalier.nsw.edu.au/,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-34.5263,150.4846,valid,ok
government,Chifley College Bidwill Campus,Bidwill,2770,9628 2222,,,https://bidwill-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7441,150.8064,invalid,invalid_format
government,Chifley College Dunheved Campus,North St Marys,2760,9623 6600,,,https://dunheved-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7328,150.791,invalid,invalid_format
government,Chifley College Mount Druitt Campus,Mount Druitt,2770,9625 9750,,,https://mtdruitt-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7441,150.8064,invalid,invalid_format
government,Chifley College Senior Campus,Mount Druitt,2770,9625 9920,,,https://chifcolsnr-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7441,150.8064,invalid,invalid_format
government,Chifley College Shalvey Campus,Shalvey,2770,9628 9161,,,https://shalvey-h.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.7441,150.8064,invalid,invalid_format
government,Chifley Public School,Malabar,2036,9661 3014,,,https://chifley-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9872,151.2317,invalid,invalid_format
government,Chillingham Public School,Chillingham,2484,6679 1255,,,https://chillingha-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-28.3702,153.3425,invalid,invalid_format
government,Chipping Norton Public School,Chipping Norton,2170,9724 1565,,,https://chippingno-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9522,150.8995,invalid,invalid_format
catholic,Chisholm Catholic Primary School,Bligh Park,2756,(02) 4573 3200,chisholm@parra.catholic.edu.au,,https://www.chisholmblighpark.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.6586,150.8108,valid,ok
government,Chittaway Bay Public School,Chittaway Bay,2261,4388 2188,,,https://chittaway-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.35,151.4333,invalid,invalid_format
catholic,Christ the King Catholic Primary School Bass Hill,Yagoona,2199,(02) 9644 9700,info@ctkbasshill.catholic.edu.au,,https://ctkbasshill.syd.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.9049,151.02,valid,ok
catholic,Christ the King Primary School,North Rocks,2151,(02) 8846 2700,northrocks@parra.catholic.edu.au,,https://www.ctknorthrocks.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.7722,151.0172,valid,ok
independent,Christadelphian Heritage College Sydney,Kemps Creek,2178,+61 2 9826 2116,office@hcs.nsw.edu.au,https://hcs.nsw.edu.au/,https://www.hcs.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.8604,150.8101,valid,ok
catholic,Christian Brothers' High School,Lewisham,2049,(02) 8585 1744,office@cbhslewisham.nsw.edu.au,,https://www.cbhslewisham.nsw.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8972,151.1488,valid,ok
independent,Chrysalis Steiner School,Thora,2454,02 6655 8616,admin@chrysalis.nsw.edu.au,https://chrysalis.nsw.edu.au,https://www.chrysalis.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-30.4055,152.9515,valid,ok
independent,Chrysalis Steiner School - Bellingen Campus,Bellingen,2454,+61 2 6655 8616,admin@chrysalis.nsw.edu.au,https://chrysalis.nsw.edu.au,http://www.chrysalis.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-30.4055,152.9515,valid,ok
government,Chullora Public School,Greenacre,2190,9642 4266,,,https://chullora-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.9003,151.0556,invalid,invalid_format
government,Clairgate Public School,St Clair,2759,9670 1408,,,https://clairgate-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.813,150.7977,invalid,invalid_format
catholic,Clancy Catholic College,West Hoxton,2171,(02) 8783 6000,info@clancy.catholic.edu.au,,https://clancy.syd.catholic.edu.au,https://www.csnsw.catholic.edu.au/school-finder,2026-02-19,-33.8892,150.8514,valid,ok
government,Clare Public School,Clare,2715,03 5020 6896,,,https://clare-p.schools.nsw.gov.au,https://www.data.nsw.gov.au/data/dataset/nsw-education-nsw-public-schools-master-dataset,2026-02-19,-33.5036,143.3112,invalid,invalid_format
independent,Claremont College,Randwick,2031,+61 2 9399 3217,,,https://www.claremont.nsw.edu.au,https://www.isnsw.edu.au/about-independent-schools-nsw/independent-school-finder,2026-02-19,-33.9121,151.2588,invalid,invalid_format
