sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked,email_validation_status,email_validation_reason
government,Bicton Primary School,Bicton,6157,,,https://bictonps.wa.edu.au/,https://bictonps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.03250622,115.7868059,true,invalid,invalid_format
government,Bindoon Primary School,Bindoon,6502,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5046,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.38055,116.0966,true,valid,ok
government,Binnu Primary School,Binnu,6532,,,http://www.binnups.wa.edu.au/contact,http://www.binnups.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-28.04208,114.6752,true,invalid,invalid_format
government,Bluff Point Primary School,Bluff Point,6530,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5049,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-28.73968,114.62272,true,valid,ok
government,Bolgart Primary School,Bolgart,6568,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5052,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.273899,116.51033,true,invalid,invalid_format
government,Booragoon Primary School,Booragoon,6154,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5053,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.03496,115.82592,true,invalid,invalid_format
government,Borden Primary School,Borden,6338,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5054,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-34.07277778,118.2627778,true,invalid,invalid_format
government,Boulder Primary School,Boulder,6432,,,https://boulderps.wa.edu.au/,http://boulderps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-30.78037321,121.4884514,true,invalid,invalid_format
government,Boyanup Primary School,Boyanup,6237,,,https://www.boyanupps.wa.edu.au/#gf_1,https://www.boyanupps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.48598,115.7298,true,invalid,invalid_format
government,Bremer Bay Primary School,Bremer Bay,6338,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5060,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-34.39361111,119.3755556,true,invalid,invalid_format
government,Brentwood Primary School,Brentwood,6153,,,https://www.brentwoodps.wa.edu.au/about-our-school/contact-us/,https://www.brentwoodps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.04079,115.84765,true,invalid,invalid_format
government,Bridgetown Primary School,Bridgetown,6255,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5062,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.95539,116.14045,true,invalid,invalid_format
government,Broomehill Primary School,Broomehill,6318,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5065,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.8454,117.63533,true,valid,ok
government,Brunswick Junction Primary School,Brunswick Junction,6224,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5067,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.25233,115.83389,true,valid,ok
government,Bunbury Primary School,Bunbury,6230,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5070,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.33329554,115.63766501,true,invalid,invalid_format
government,Cooinda Primary School,East Bunbury,6230,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5071,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.33463167,115.6523396,true,invalid,invalid_format
government,South Bunbury Primary School,South Bunbury,6230,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5072,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.34046241,115.642892,true,valid,ok
government,River Valley Primary School,Burekup,6227,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5074,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.30833,115.815,true,valid,ok
government,Busselton Primary School,Busselton,6280,,,https://busseltonps.wa.edu.au/contact-us/,http://www.busseltonps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.63944681,115.3770741,true,invalid,invalid_format
government,West Busselton Primary School,Busselton,6280,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5077,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.655175,115.314988,true,invalid,invalid_format
government,Byford Primary School,Byford,6122,,byford.ps.enrolments@education.wa.edu.au,https://www.byfordps.wa.edu.au/site-search,https://www.byfordps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.21997,116.01202,true,valid,ok
government,Cadoux Primary School,Cadoux,6466,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5079,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-30.77020409,117.13716454,true,valid,ok
government,Calingiri Primary School,Calingiri,6569,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5080,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.08805556,116.4527778,true,valid,ok
government,Calista Primary School,Calista,6167,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5081,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.24479561,115.8085578,true,valid,ok
government,Beckenham Primary School,Beckenham,6107,,,https://www.beckenhamps.wa.edu.au/,http://beckenhamps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.02391988,115.9573797,true,invalid,invalid_format
government,Capel Primary School,Capel,6271,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5086,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.55729,115.56563,true,invalid,invalid_format
government,Carey Park Primary School,Carey Park,6230,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5088,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.34934,115.651,true,invalid,invalid_format
government,Carlisle Primary School,Kewdale,6105,,,https://carlisleps.wa.edu.au/,https://carlisleps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.97373,115.922208,true,invalid,invalid_format
government,Castletown Primary School,Esperance,6450,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5095,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.83247533,121.908993,true,invalid,invalid_format
government,Caversham Primary School,West Swan,6055,,school@cavershamps.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5096,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.85803852,115.9832873,true,valid,ok
government,Chapman Valley Primary School,Nabawa,6532,,,http://www.chapmanvalleyprimaryschool.com.au/,http://www.chapmanvalleyprimaryschool.com.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-28.49954,114.79107,true,invalid,invalid_format
government,Djugerari Remote Community School,Djugerari Community,6765,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5098,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-18.988396,125.511158,true,invalid,invalid_format
government,Chidlow Primary School,Chidlow,6556,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5099,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.85702,116.26828,true,invalid,invalid_format
government,Wangkatjungka Remote Community School,Christmas Creek,6765,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5101,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-18.87767,125.92294,true,invalid,invalid_format
government,Churchlands Primary School,Floreat,6014,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5102,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.9268372,115.7947114,true,invalid,invalid_format
government,City Beach Primary School,City Beach,6015,,,https://citybeachps.wa.edu.au/contact-us/,http://citybeachps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.93627319,115.7652059,true,invalid,invalid_format
government,Freshwater Bay Primary School,Claremont,6010,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5105,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.98599,115.78191,true,invalid,invalid_format
government,Collier Primary School,Como,6152,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5109,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.99099834,115.872894,true,invalid,invalid_format
government,Como Primary School,Como,6152,,,https://www.comoprimaryschool.wa.edu.au/contact-us/,https://www.comoprimaryschool.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.997098,115.861345,true,invalid,invalid_format
government,Condingup Primary School,Condingup,6450,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5111,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.75468693,122.5267076,true,valid,ok
government,Coogee Primary School,Coogee,6166,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5112,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.12634456,115.7721665,true,invalid,invalid_format
government,South Coogee Primary School,Beeliar,6164,,,,http://www.southcoogeeps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.12908,115.79749,true,invalid,invalid_format
government,Coolbinia Primary School,Coolbinia,6050,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5116,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.91374596,115.8590163,true,invalid,invalid_format
government,Coolgardie Primary School,Coolgardie,6429,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5117,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-30.95048,121.16632,true,valid,ok
government,Coorow Primary School,Coorow,6515,,,https://www.coorowps.wa.edu.au/contact/,https://www.coorowps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-29.88021,116.02355,true,invalid,invalid_format
government,Cottesloe Primary School,Peppermint Grove,6011,,,https://cottesloeps.wa.edu.au/contact-staff/,http://cottesloeps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.00203,115.7613,true,invalid,invalid_format
government,North Cottesloe Primary School,Cottesloe,6011,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5124,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.9893,115.76511,true,valid,ok
government,Cowaramup Primary School,Cowaramup,6284,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5125,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.85129,115.10698,true,invalid,invalid_format
government,Cranbrook Primary School,Cranbrook,6321,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5126,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-34.29290543,117.5515806,true,invalid,invalid_format
government,Cue Primary School,Cue,6640,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5127,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-27.4215684,117.8967042,true,invalid,invalid_format
government,Dalkeith Primary School,Dalkeith,6009,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5131,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.996414,115.797769,true,invalid,invalid_format
government,Dampier Primary School,Dampier,6713,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5133,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-20.66453407,116.7070169,true,valid,ok
government,North Dandalup Primary School,North Dandalup,6207,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5134,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.50968239,115.9773231,true,valid,ok
government,Dandaragan Primary School,Dandaragan,6507,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5135,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-30.67305556,115.7016667,true,valid,ok
government,Dardanup Primary School,Dardanup,6236,,,,http://www.dardanupps.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.40085,115.7611,true,invalid,invalid_format
government,Darlington Primary School,Darlington,6070,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5138,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.920231,116.078778,true,invalid,invalid_format
government,Sutherland Dianella Primary School,Dianella,6059,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5143,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.893611,115.864632,true,valid,ok
government,Dianella Heights Primary School,Dianella,6059,,dianellaheights.ps.applications@education.wa.edu.au,https://www.dianellaheightsprimary.wa.edu.au/,https://www.dianellaheightsprimary.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.882734,115.866151,true,valid,ok
government,Doubleview Primary School,Doubleview,6018,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5150,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.89753671,115.7777198,true,valid,ok
government,Dunsborough Primary School,Dunsborough,6281,,,https://dunsborough.wa.edu.au/contact-us/,http://www.dunsborough.wa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.60051785,115.1005721,true,invalid,invalid_format
government,Dwellingup Primary School,Dwellingup,6213,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5157,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.715,116.0638889,true,valid,ok
government,Eaton Primary School,Eaton,6232,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5158,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.32166667,115.7022222,true,valid,ok
government,Eden Hill Primary School,Eden Hill,6054,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5159,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.89344842,115.9457409,true,invalid,invalid_format
government,Embleton Primary School,Embleton,6062,,,https://www.embletonps.wa.edu.au/,http://embletonps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.90216027,115.9090731,true,invalid,invalid_format
government,Eneabba Primary School,Eneabba,6518,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5162,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-29.82027778,115.2680556,true,invalid,invalid_format
government,Esperance Primary School,Esperance,6450,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5163,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.863062,121.889646,true,valid,ok
government,Fairview Primary School,Collie,6225,,,,http://fairviewps.wa.edu.au/web/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.34868283,116.1680635,true,invalid,invalid_format
government,Cloverdale Primary School,Cloverdale,6105,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5169,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.95942213,115.9365979,true,valid,ok
government,West Morley Primary School,Dianella,6059,,,https://westmorleyps.wa.edu.au/contact-us/,http://www.westmorleyps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.89032034,115.8867649,true,invalid,invalid_format
government,Floreat Park Primary School,Floreat,6014,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5173,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.93714396,115.79130047,true,invalid,invalid_format
government,Forrestfield Primary School,Forrestfield,6058,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5174,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.99064777,116.0089255,true,valid,ok
government,Frankland River Primary School,Frankland River,6396,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5176,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-34.3616503120886,117.077460800063,true,valid,ok
government,East Fremantle Primary School,Fremantle,6160,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5177,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.04792165,115.7596365,true,invalid,invalid_format
government,North Fremantle Primary School,North Fremantle,6159,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5178,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.03442714,115.7569486,true,valid,ok
government,Gascoyne Junction Remote Community School,Gascoyne Junction,6705,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5181,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-25.05318042,115.2084309,true,invalid,invalid_format
government,Kapinara Primary School,City Beach,6015,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5182,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.9243366,115.7628708,true,invalid,invalid_format
government,Geraldton Primary School,Geraldton,6530,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5183,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-28.77887,114.60742,true,invalid,invalid_format
government,Glen Forrest Primary School,Glen Forrest,6071,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5186,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.91499,116.10039,true,valid,ok
government,Bayulu Remote Community School,Fitzroy Crossing,6765,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5190,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-18.29208666,125.5839424,true,invalid,invalid_format
government,Gosnells Primary School,Gosnells,6110,,,,https://gosnellsps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07730043,116.0036475,true,invalid,invalid_format
government,Mount Claremont Primary School,Mount Claremont,6010,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5194,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.96852686,115.7827696,true,invalid,invalid_format
government,Greenbushes Primary School,Greenbushes,6254,,,https://greenbushesprimaryschool.wa.edu.au/search,https://greenbushesprimaryschool.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.8512,116.059817,true,invalid,invalid_format
government,Greenmount Primary School,Greenmount,6056,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5196,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.89755684,116.048053,true,valid,ok
government,Guildford Primary School,Guildford,6055,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5197,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.9017,115.96805,true,valid,ok
government,North Beach Primary School,North Beach,6020,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5199,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.86027797,115.7607924,true,invalid,invalid_format
government,East Hamilton Hill Primary School,Hamilton Hill,6163,,,https://easthamiltonhillps.wa.edu.au/contact/,https://easthamiltonhillps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.07702365,115.7895556,true,invalid,invalid_format
government,Hampton Park Primary School,Morley,6062,,,https://www.hamptonparkps.wa.edu.au/site-search,https://www.hamptonparkps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.88683434,115.9170366,true,invalid,invalid_format
government,Harvey Primary School,Harvey,6220,,teachinwa@education.wa.edu.au,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5204,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-33.07816569,115.894282,true,valid,ok
government,Helena Valley Primary School,Helena Valley,6056,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5205,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.92440976,116.048605,true,invalid,invalid_format
government,Herne Hill Primary School,Herne Hill,6056,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5206,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.829154,116.019762,true,invalid,invalid_format
government,Highgate Primary School,Highgate,6003,,,https://highgateps.wa.edu.au/search,https://highgateps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.9409,115.867,true,invalid,invalid_format
government,High Wycombe Primary School,High Wycombe,6057,,,https://www.highwycombeps.wa.edu.au/view/contact,https://www.highwycombeps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.94029682,116.0027906,true,invalid,invalid_format
government,Hillcrest Primary School,Bayswater,6053,,,https://www.hillcrestps.wa.edu.au/,https://www.hillcrestps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.9101681,115.9028703,true,invalid,invalid_format
government,Hilton Primary School,Hilton,6163,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5211,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.06751143,115.7844052,true,invalid,invalid_format
government,Hollywood Primary School,Nedlands,6009,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5213,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.96992188,115.8071335,true,invalid,invalid_format
government,Hyden Primary School,Hyden,6359,,,https://www.hydenps.wa.edu.au/,https://www.hydenps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.448565,118.860244,true,invalid,invalid_format
government,Inglewood Primary School,Inglewood,6052,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5216,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.917237,115.886459,true,invalid,invalid_format
government,Yuluma Primary School,Innaloo,6018,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5217,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-31.892268,115.78999,true,invalid,invalid_format
government,Jandakot Primary School,Success,6164,,,http://www.det.wa.edu.au/schoolsonline/home.do,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5218,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-20,-32.139,115.84662,true,invalid,invalid_format
